"title","location","company","description","link",
"Systems Development Intern","Bronx, NY","Ponce Bank","About the job: Brief Description: Impact
Supports the Systems Development team by contributing to the maintenance, enhancement, and optimization of core banking systems and workflows. This role helps drive operational efficiency, strengthen data integrity, and advance technology-enabled solutions that support both frontline and back-office functions across the organization.

Responsibilities

The Systems Development Intern provides hands-on support across system operations, case management, and development initiatives. This role assists with maintaining platforms such as GPS and nCino, supports ticket tracking and resolution through Jira, and contributes to data management, reporting, and process improvement efforts. The intern will gain exposure to system integrations, automation, and development practices while supporting the team in delivering efficient, scalable solutions.

Essential Functions

Support daily system operations, including GPS case handling and nCino LOS and DAO maintenance.
Monitor and track tickets through Jira, ensuring timely updates and resolution support.
Review incoming cases to confirm completeness and readiness prior to technical evaluation.
Assist with backlog management and contribute to improving case processing efficiency.
Perform data management tasks, including data review, cleanup, and report generation.
Support report creation using queries and assist with analyzing system data.
Participate in team meetings and contribute ideas for process and system enhancements.
Assist in identifying opportunities to improve workflows through better use of GPS and related systems.
Support testing and validation of system changes, enhancements, and deployments.
Gain exposure to and assist with building flows, automations, and API integrations.
Work within development and deployment tools such as MuleSoft, Bitbucket, Gearset, and related platforms.
Assist with environment management and learn deployment methods including Change Sets and CI/CD practices

Mandatory Training 

Training is required of all Bank staff as related to regulatory mandated compliance topics and courses required for specific job functions. Career enhancement training courses are also available.

Skills

Strong analytical and problem-solving skills
Basic understanding of programming concepts, including declarative development preferred
Familiarity with database concepts and querying for reporting purposes
Strong attention to detail with the ability to manage multiple tasks
Effective communication skills, both written and verbal
Ability to learn quickly and adapt in a fast-paced, technical environment
Interest in systems development, automation, and process improvement

Education

Currently pursuing a Bachelor’s degree in Computer Science, Information Systems, Data Analytics, or a related technical field
Candidates outside of these majors should demonstrate relevant coursework or foundational knowledge in technical or data-related disciplines

Requirements

Experience

Prior coursework or hands-on experience in programming, systems development, or data analysis preferred. Experience with report creation, queries, or database concepts is a plus.
Exposure to tools or platforms such as Salesforce, Jira, or similar systems is beneficial but not required.","https://secure4.entertimeonline.com/ta/6128159.careers?CareersSearch=&lang=en-US&source=LinkedIn"
"Application Engineer","Jersey City, NJ ","World Wide Technology","About the job: The ideal candidate will have a degree in computer science and experience in developing multiple applications. This candidate should be able to generate clean code and optimal solutions based on the outlined criteria. This candidate should also work closely with various teams in order to establish best practices, codes to utilize and ultimately, execute in creating a highly functional application. 

 

Responsibilities

Understand goals of application and determine necessary technologies
Develop SQL scripts and stored procedures for SQL server database
Understand full software design life cycle and be able to create workarounds where possible
Collaborate with other engineering teams and product teams to ensure correct code is in place


Qualifications



Bachelor's degree in computer science or relevant field
Strong coding in a variety of languages and technical communication skills
Detail oriented Ability to multitask","https://www.linkedin.com/jobs/view/4402978669/?alternateChannel=search&eBP=CwEAAAGd0L6IragE8jSqv-wyKWcmtv-P2WS-iLdb67sIAXFt3nnlOTy8QI4ZUCr_Xr6OS7bt1D51Ygh1VrYAvX6Y6iX_fAxIMnxOYwXHv6RZD9Pctc-2FmpsQ30eM0hxXXhLuy9bLTSAZPAGpxLPtlWYcshtm-Ta748xQgqHh7B2YK0ogCiKbawcUwaLc1mdgxrrJdYMt-IMw3XF5HbqVQkM8zh9bs953wJ_NQj7dl9WMm5j7cBLYYwKRGDsmSpMfKDhGxg8Kl6Lp1dUp-pm4vaYvQthGrNtjAd0ns04VNNbVkFZFw22caHqEoVEwlUM-p8CHsQGkpQLIBh63op1i5ePfiyncQ_vnSg6Dtgpmybg21d7ik1vl6B9V1NVdfzVYmbXEa84ZZyTj5yHVt0-kQ5IE_v_a_m05KQxyDc662pDLoy1ir6GYImD4VnE6Omdn7V6HTYc-VemR0dv1tc6HyH53kDHpS74ejaxqOHDIAglKzp0vg&refId=EXQVsTPoTnsEWWulPqXIog%3D%3D&trackingId=OGkxXYomkht%2FCPDEJs%2B8%2Bw%3D%3D"
"Entry Level Software Developer","Teaneck, NJ","Revature","About the Role:

Revature helps motivated individuals kick start a career in tech. With our Entry Level Software Developer role, there is no prior professional experience required. Our employees are well-prepared with effective, proven, on-the-job training across all the most in-demand programming technologies.



About Revature:

Revature is one of the largest and fastest-growing employers of emerging talent across the U.S., partnering with Fortune 500 companies, the biggest System Integrators, and government contractors to identify future leaders who will truly make an impact on their business.



Entry Level Software Developer Training Program: 

Full time paid training
Curriculum developed in partnership with our corporate clients ensure that you are focused on only the most in-demand programming skills
Real world projects enhance your skills and prepare you for placement with one of our corporate partners
Employee engagement team members are assigned to support you during your program
Access to an expansive network of like-minded peers who can show you the Revature ropes, and ensure you'll rock up your new tech career


What We're Looking For:

Bachelor's degree, or higher
Legally authorized to work in the US without the need for current or future sponsorship
Strong desire to learn to code – no prior professional experience required
A natural problem solver with strong communication and interpersonal skills.","https://www.revature.com/entry-level-software-engineer?utm_source=linkedin&sourcedBy=DurgaLP"
"Software Engineer - New Grad","New York, NY","SeatGeek","Open roles for new graduates

We are looking for the best and brightest Spring/Summer 2026 college graduates to help us make live entertainment even better! Experience is preferred, but not required – in fact, we look forward to supporting you by teaching you new technologies and mentoring you in software development craft as a member of our world-class engineering team.

We Have Roles Open In The Following Technologies

Backend (Python, Go, C#)
Frontend Web (Typescript + React)
Mobile (Kotlin, Swift)
Platform (AWS, Docker, Python, Go)

What You'll Do

Solve unique and challenging customer problems
Work with leading-edge tech in the cloud or on web and mobile
Help scale our software as we grow our booming business
Take on the challenges of building software for a many-sided marketplace
Empower decision-making at a rapidly growing data-driven company 
Run experiments and evaluate new technologies that will determine the future of our business for years to come
Build performant, beautiful, inclusive user interfaces that delight our users and enhance our brand

What You Have

You are a college student graduating in the Spring/Summer of 2026, ideally in computer science or a related degree
Experience in building software. We'll be interested in hearing about what you've built and how you built it
Problem solving abilities, adept at handling technical challenges. SeatGeek engineers create custom solutions to unique ticketing problems, including venue mapping, inventory tracking, and event matching. We'll be excited to hear about the problems you've solved
Passion for software craftsmanship and product. You hold yourself and your code to a high standard
Commitment to your teammates. You enjoy working with a diverse group of people with different experiences and take pride in mentoring and learning from others

Our stack

You do not need experience with all of these, but we thought you might be curious. What we care about is your experience, skills, and approach to problem-solving. Tools can be learned.

Languages: Python, Go, C#+.NET Core, React+Typescript, Swift, Kotlin
Datastores: Postgres, Redis, Elasticsearch
Cloud: AWS
Version control: Gitlab
","https://job-boards.greenhouse.io/embed/job_app?for=seatgeek&gh_src=94e407181&token=7858968"
"New Grad Software Engineer","New York, NY","Confido","The Role
As a Full-Stack Engineer (Early Career) at Confido, you will help build new product features and systems from the ground up. You’ll work closely with experienced engineers to develop AI-powered workflows, scale data systems, and create intuitive product experiences for our customers.

This is an ideal role for someone early in their career who is excited to learn quickly, take ownership, and make a real impact on a growing product.

Location: New York, NY (Relocation supported)

You may be working on

Build and ship product features across the stack with guidance from the team
Contribute to backend systems and data pipelines for financial data processing
Support the development of AI-powered workflows (computer vision + NLP)
Help design user interfaces that simplify complex financial workflows
Collaborate with engineering, product, and occasionally customers to iterate on features
Learn quickly and take on increasing ownership over time

Example Problems

Helping build systems to extract data from financial documents
Supporting efforts to scale data ingestion from multiple sources
Contributing to analytics and forecasting tools for CPG brands
Improving user experiences that turn complex data into actionable insights

Required

What We’re Looking For

Internship, academic project, or equivalent hands-on experience in software engineering
Strong programming fundamentals (any language)
Interest in backend, full-stack, or AI-driven systems
Eagerness to learn, take feedback, and grow quickly

Nice to Have

Exposure to backend development, APIs, or data processing
Familiarity with AI/ML concepts or tools
Strong communication skills and willingness to collaborate
Interest in startups and fast-paced, high-ownership environments
CS degree (or in progress) or equivalent experience","https://www.ycombinator.com/companies/confido/jobs/JbodeMW-new-grad-software-engineer?utm_source=syn_li"
"Software Engineer, Early Career","New York, NY","Mirage","bout The Role

We’re hiring exceptional new grad engineers to join Mirage across product engineering, backend / platform engineering, and applied AI teams. You’ll have the opportunity to work closely with a small, highly collaborative team that’s building at the frontier of generative media and agentic systems.

We prioritize hiring uniquely talented, entrepreneurial, and high-agency engineers first—because engineering at Mirage isn’t narrowly defined. We work across different archetypes, and most of us span more than one, giving you the opportunity to explore and choose your path from the following areas:

Backend / Platform Engineering

Design and build the systems, APIs, and infrastructure that power our products
Solve challenges in distributed systems, scaling, and performance
Integrate and operate large AI models in production
Build core platform pieces: storage, billing, observability, security

Product Engineering (iOS or Web Product)

Ship end-to-end product experiences for creative workflows
Build highly polished, performant user interfaces (web or native mobile)
Push the boundaries of video, graphics, and AI-powered creation tools
Instrument, A/B test, and iterate quickly with real user data

Applied AI Engineering

Build and ship AI-powered product experiences end-to-end
Work with state-of-the-art models across video, audio, image, and text
Design systems for context, reasoning, and intelligent behavior
Build evals, datasets, and tooling for improving model quality

What We’re Looking For

Evidence of exceptional ability: prestigious or highly selective internships, significant personal projects (apps, systems, open source, etc.), startup or founder experience (even in college)
Strong computer science fundamentals (algorithms, data-structures, etc.)
Degree in Computer Science or a closely related field (top programs preferred)
You are deeply interested in AI, and actively use AI coding tools
You have strong product and engineering taste, and care deeply about craft, speed, and quality. 
You are grounded, collaborative, and will do whatever it takes to help the team win. ","https://jobs.ashbyhq.com/mirage/cbf278fd-84ec-48d9-8052-b76abb035ac7/application?utm_source=LEbxa7kWm6"
"Software Engineer (New Grads 2025-2026)","New York, NY","EliseAI","Key Responsibilities
Build systems that enable autonomous buildings to operate and communicate intelligently
Work directly with our customers to develop and own new product features end-to-end from design to deployment
Improve the scalability and reliability of our core infrastructure
Propose and implement meaningful improvements to our architecture and design patterns
Collaborate with product and design to turn AI capabilities into user-facing experiences
Continuously ship new features and improvements in an environment deploying 100+ times per day
Apply engineering best practices in testing, observability, and continuous integration
Balance speed and quality while iterating quickly on production systems
Requirements
Graduating with a Bachelors degree in Winter 2025 - Spring 2026
Degree in Computer Science or a related field
Someone who is excited to work hard at a fast-growing startup, and has a strong bias for action
Willingness to work in person at our office 5 days a week

Nice To Haves
Experience interning or working in a startup environment 
Understanding of machine learning and data and AWS experience","https://jobs.ashbyhq.com/eliseai/1ffbd278-a5fe-443c-984f-521d61a97353?utm_source=LinkedInPaid"
"Associate Software Engineer","New York, NY","Morgan Stanley","We Work With The Following Technologies

Backend technologies - Core Java / Spring Boot
Frontend technologies - Angular
Linux / Cloud Stack / Docker / Kubernetes
Build tooling - Jenkins / Gradle
Database technologies -NoSQL MongoDB / Snowflake

What You'll Do In The Role

Designing and developing modern and modular web applications using modern coding and testing standards.
Participating in our agile ceremonies and actively driving towards the team's goals.
Working independently using modern software development practices.
Working collaboratively with a global team of technologists.
Leading with ideas and innovation.
Managing communication and partnering with our end users (Sustainability team) to design solutions.

What You'll Bring To The Role

Experience developing enterprise JAVA/Angular Web applications.
Solid experience designing web-based components.
Solid experience writing unit, component and integration tests.
Solid experience working with relational database.
Knowledge of working with JavaScript or equivalent web technologies.
Basic understanding of financial markets and various financial instruments.
Strong computer science fundamentals.","https://morganstanley.eightfold.ai/careers/job/549794089426"
"Engineering Associate, New Grad","New York, NY","HIFI","What You'll Do

Build and maintain backend services and APIs that handle real money movement at scale, with full end-to-end ownership
Write clean, well-tested, production-ready code — and participate actively in code reviews with the same standard
Contribute to architecture discussions and technical design decisions alongside senior engineers
Investigate and resolve bugs and production incidents with urgency and thoroughness
Learn the mechanics of financial infrastructure — ledgering, settlement, stablecoin rails, onchain connectivity — from the inside out

What We're Looking For

Currently completing (expected graduation June 2026) or recently completed Bachelor's degree in Computer Science, Software Engineering, Electrical Engineering, Mathematics, or a related field — or equivalent demonstrated experience
Strong foundation in computer science fundamentals: data structures, algorithms, and systems
Proficiency in at least one backend language — JavaScript, Go, Node.js, or similar — and a willingness to learn others
Ability to write readable, maintainable code and explain your technical decisions clearly
Curiosity, humility, and a bias toward asking questions — you don't pretend to know what you don't

NICE TO HAVE

Internship or project experience shipping backend code in a team environment with real users
Exposure to APIs, relational databases, or distributed systems concepts through coursework or projects
Personal or academic projects involving fintech, crypto, blockchain, or payments — even small ones
You've built something real — show us the repo and walk us through the decisions you made
","https://jobs.ashbyhq.com/hifi/db94e3d2-5d24-4501-9d3a-25aace527582/application?utm_source=1ZE6xYQzQx"
"Software Engineer - New Grad (Summer 2026)","New York, NY","Nominal","What You’ll Do

Dive deep into cutting-edge data infrastructure, focusing on high-frequency, high-volume multi-modal hardware data
Design and build new features in close collaboration with our customers, often working directly with our users in the field
Quickly take ownership of projects from start to finish, while receiving mentorship from our world-class engineers and domain experts
Take the driver’s seat at an early-stage company, helping Nominal grow, onboarding new customers, and expanding its product offerings, while contributing to our mission of accelerating the testing and validation landscape for complex hardware systems

🎯 Reach out if…

You’re graduating in Spring 2026 or sooner and are interested in a full-time position
You have a personal passion for solving challenging problems and contributing to the future of critical infrastructure
You have exceptional hands-on experience and strong core engineering skills — whether through internships, personal projects, or academic work
Your peers would describe you as ambitious, resourceful, and perseverant","https://jobs.gem.com/nominal/cc79d7f9-93b9-4410-8435-d92d2f427215"
